Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,Days Since Last Purchase,Churn Risk,Days Between Purchases,Predicted Days Until Next Purchase,Predicted Next Purchase Date,Purchase Count,Total Revenue,Customer Lifetime Value (CLV),Hour of Purchase,Minute of Purchase,Hour-Minute
4062,Tunic,178.0,2022-10-23,2.8,Credit Card,9,0,-40.0,-39.99999999999999,2022-09-13,22,1955.0,1955.0,0,0,00:00
4008,Slippers,45.0,2023-05-10,1.8,Credit Card,24,0,-26.0,-25.999999999999993,2023-04-14,27,2754.0,2754.0,0,0,00:00
4053,Sweater,170.0,2023-06-11,3.7,Cash,31,0,134.0,133.99999999999997,2023-10-23,17,2283.0,2283.0,0,0,00:00
4013,Romper,89.0,2023-08-22,1.1,Cash,40,0,319.0,318.99999999999994,2024-07-06,18,1683.0,1683.0,0,0,00:00
3975,Blazer,18.0,2023-04-15,4.9,Credit Card,2,0,-167.0,-166.99999999999997,2022-10-30,14,1340.0,1340.0,0,0,00:00
4077,Overalls,197.0,2023-07-23,3.2,Credit Card,28,0,157.0,156.99999999999997,2023-12-27,22,2704.0,2704.0,0,0,00:00
4106,Backpack,110.0,2023-01-11,1.8,Credit Card,24,0,-74.0,-73.99999999999999,2022-10-29,22,2502.0,2502.0,0,0,00:00
4081,Coat,93.0,2023-01-16,2.5,Credit Card,9,0,-150.0,-149.99999999999997,2022-08-19,25,4627.0,4627.0,0,0,00:00
3970,Sunglasses,54.0,2023-01-30,2.3,Credit Card,5,0,-234.0,-233.99999999999994,2022-06-10,27,3001.0,3001.0,0,0,00:00
4068,Blouse,148.0,2022-12-28,1.1,Cash,17,0,-239.0,-238.99999999999994,2022-05-03,26,6157.0,6157.0,0,0,00:00
3994,Bowtie,103.0,2023-07-30,1.7,Credit Card,21,0,253.0,252.99999999999994,2024-04-08,25,2751.0,2751.0,0,0,00:00
4012,Tank Top,79.0,2023-07-30,2.7,Cash,13,0,146.0,145.99999999999997,2023-12-23,17,4092.0,4092.0,0,0,00:00
4113,Onesie,75.0,2023-07-14,1.1,Credit Card,16,0,-52.0,-51.999999999999986,2023-05-23,22,2491.0,2491.0,0,0,00:00
4073,Cardigan,133.0,2023-05-10,3.2,Credit Card,1,0,-89.0,-88.99999999999999,2023-02-10,26,2866.0,2866.0,0,0,00:00
4002,Pants,85.0,2023-04-01,1.9,Cash,34,0,114.0,113.99999999999997,2023-07-24,26,6760.0,6760.0,0,0,00:00
4056,Scarf,96.0,2022-11-19,1.5,Cash,1,0,-210.0,-209.99999999999994,2022-04-23,23,2416.0,2416.0,0,0,00:00
4052,Scarf,129.0,2023-04-03,4.4,Credit Card,13,0,0.24366110080395795,0.2436611008039578,2023-04-03,21,2365.0,2365.0,0,0,00:00
3991,Poncho,46.0,2023-08-14,,Credit Card,12,0,199.0,198.99999999999994,2024-02-29,18,2007.0,2007.0,0,0,00:00
4074,Socks,67.0,2022-10-31,5.0,Credit Card,9,0,26.0,25.999999999999993,2022-11-26,24,2458.0,2458.0,0,0,00:00
4006,Poncho,195.0,2022-12-25,1.7,Credit Card,3,0,33.0,32.99999999999999,2023-01-27,25,2452.0,2452.0,0,0,00:00
4118,Backpack,111.0,2023-03-25,4.1,Credit Card,7,0,-72.0,-71.99999999999999,2023-01-12,22,2229.0,2229.0,0,0,00:00
4048,T-shirt,152.0,2023-05-29,2.6,Cash,34,0,63.0,62.999999999999986,2023-07-31,21,2312.0,2312.0,0,0,00:00
4026,Swimsuit,111.0,2023-07-06,4.0,Cash,42,0,264.0,263.99999999999994,2024-03-26,16,1594.0,1594.0,0,0,00:00
4008,Camisole,110.0,2023-09-07,3.4,Cash,24,0,120.0,119.99999999999997,2024-01-05,27,2754.0,2754.0,0,0,00:00
4042,Sunglasses,126.0,2023-02-27,2.5,Credit Card,28,0,15.0,14.999999999999996,2023-03-14,22,2441.0,2441.0,0,0,00:00
3989,Skirt,182.0,2023-05-11,4.5,Credit Card,18,0,25.0,24.999999999999993,2023-06-05,22,2354.0,2354.0,0,0,00:00
3965,Umbrella,107.0,2023-02-19,4.0,Credit Card,3,0,-180.0,-179.99999999999997,2022-08-23,19,2028.0,2028.0,0,0,00:00
4102,Pants,105.0,2022-10-31,3.1,Cash,24,0,-92.0,-91.99999999999999,2022-07-31,26,4855.0,4855.0,0,0,00:00
3972,Pajamas,110.0,2023-06-25,4.4,Cash,77,0,242.0,241.99999999999994,2024-02-22,20,5158.0,5158.0,0,0,00:00
4028,Belt,16.0,2023-03-21,2.9,Cash,40,0,80.0,79.99999999999999,2023-06-09,22,1947.0,1947.0,0,0,00:00
3991,Umbrella,153.0,2023-08-23,2.8,Cash,12,0,9.0,8.999999999999998,2023-09-01,18,2007.0,2007.0,0,0,00:00
3985,Coat,166.0,2023-06-16,1.7,Cash,7,0,254.0,253.99999999999994,2024-02-25,25,2626.0,2626.0,0,0,00:00
4076,Sweater,26.0,2023-04-03,3.1,Cash,93,1,118.0,117.99999999999997,2023-07-30,17,1588.0,1588.0,0,0,00:00
4074,Skirt,128.0,2023-06-28,2.9,Credit Card,9,0,240.0,239.99999999999994,2024-02-23,24,2458.0,2458.0,0,0,00:00
4064,Raincoat,87.0,2023-06-30,4.6,Credit Card,15,0,-5.0,-4.999999999999999,2023-06-25,18,1965.0,1965.0,0,0,00:00
4000,Onesie,39.0,2023-01-08,3.6,Credit Card,0,0,48.0,47.999999999999986,2023-02-25,25,2295.0,2295.0,0,0,00:00
4044,Hat,110.0,2023-07-06,2.6,Cash,38,0,99.0,98.99999999999997,2023-10-13,24,9405.0,9405.0,0,0,00:00
4013,Sweater,87.0,2022-12-28,3.5,Cash,40,0,-237.0,-236.99999999999994,2022-05-05,18,1683.0,1683.0,0,0,00:00
4032,Shorts,39.0,2023-03-15,3.5,Credit Card,19,0,49.0,48.999999999999986,2023-05-03,19,1830.0,1830.0,0,0,00:00
4111,Trench Coat,110.0,2023-09-25,3.4,Cash,6,0,43.0,42.99999999999999,2023-11-07,26,2781.0,2781.0,0,0,00:00
3997,Backpack,44.0,2023-05-13,4.8,Credit Card,23,0,145.0,144.99999999999997,2023-10-05,17,4219.0,4219.0,0,0,00:00
4120,Trousers,104.0,2023-09-30,2.0,Credit Card,1,0,4.0,3.999999999999999,2023-10-04,19,2191.0,2191.0,0,0,00:00
4113,Slippers,200.0,2023-06-03,2.9,Credit Card,16,0,-41.0,-40.99999999999999,2023-04-23,22,2491.0,2491.0,0,0,00:00
4000,Belt,148.0,2022-12-10,,Cash,0,0,-29.0,-28.999999999999993,2022-11-11,25,2295.0,2295.0,0,0,00:00
4104,Pants,200.0,2023-04-27,4.0,Credit Card,1,0,126.0,125.99999999999997,2023-08-31,18,2175.0,2175.0,0,0,00:00
4098,Handbag,116.0,2022-12-29,3.6,Credit Card,10,0,21.0,20.999999999999996,2023-01-19,22,2145.0,2145.0,0,0,00:00
4015,Camisole,135.0,2022-10-11,4.5,Credit Card,9,0,-268.0,-267.99999999999994,2022-01-16,16,1684.0,1684.0,0,0,00:00
3979,Vest,81.0,2023-06-19,1.6,Cash,23,0,-12.0,-11.999999999999996,2023-06-07,22,2445.0,2445.0,0,0,00:00
4062,Boots,110.0,2023-02-15,4.5,Cash,9,0,115.0,114.99999999999997,2023-06-10,22,1955.0,1955.0,0,0,00:00
4090,Dress,123.0,2023-04-23,4.7,Cash,2,0,-114.0,-113.99999999999997,2022-12-30,23,2302.0,2302.0,0,0,00:00
4082,Shorts,70.0,2023-06-05,2.3,Credit Card,17,0,184.0,183.99999999999997,2023-12-06,28,3460.0,3460.0,0,0,00:00
4012,Boots,35.0,2022-12-05,4.6,Credit Card,13,0,-237.0,-236.99999999999994,2022-04-12,17,4092.0,4092.0,0,0,00:00
4108,Vest,104.0,2023-09-04,2.8,Cash,0,0,-8.0,-7.999999999999998,2023-08-27,26,7634.0,7634.0,0,0,00:00
4078,Kimono,175.0,2023-07-28,3.4,Cash,5,0,246.0,245.99999999999994,2024-03-30,34,3706.0,3706.0,0,0,00:00
4075,Blazer,111.0,2022-12-27,4.2,Cash,6,0,-76.0,-75.99999999999999,2022-10-12,28,7746.0,7746.0,0,0,00:00
4028,Tank Top,41.0,2023-04-05,3.0,Credit Card,40,0,15.0,14.999999999999996,2023-04-20,22,1947.0,1947.0,0,0,00:00
3960,Loafers,126.0,2023-03-07,3.4,Credit Card,17,0,127.0,126.99999999999997,2023-07-12,18,1764.0,1764.0,0,0,00:00
4066,Hat,110.0,2023-01-20,4.7,Credit Card,9,0,-125.0,-124.99999999999997,2022-09-17,18,1832.0,1832.0,0,0,00:00
4020,Backpack,173.0,2023-08-24,2.8,Cash,5,0,0.24366110080395795,0.2436611008039578,2023-08-24,16,1974.0,1974.0,0,0,00:00
4020,Poncho,15.0,2023-03-14,1.0,Credit Card,5,0,-163.0,-162.99999999999997,2022-10-02,16,1974.0,1974.0,0,0,00:00
4040,Pajamas,110.0,2023-04-11,,Credit Card,4,0,37.0,36.99999999999999,2023-05-18,25,10427.0,10427.0,0,0,00:00
4068,Jumpsuit,42.0,2022-11-12,4.5,Cash,17,0,-46.0,-45.99999999999999,2022-09-27,26,6157.0,6157.0,0,0,00:00
4105,Tank Top,62.0,2023-07-28,4.4,Credit Card,7,0,135.0,134.99999999999997,2023-12-10,26,2398.0,2398.0,0,0,00:00
4013,Wallet,110.0,2023-04-20,,Credit Card,40,0,113.0,112.99999999999997,2023-08-11,18,1683.0,1683.0,0,0,00:00
4108,Wallet,63.0,2022-12-27,2.0,Credit Card,0,0,-251.0,-250.99999999999994,2022-04-20,26,7634.0,7634.0,0,0,00:00
3995,Hoodie,69.0,2023-07-13,1.5,Credit Card,11,0,-43.0,-42.99999999999999,2023-05-31,20,2008.0,2008.0,0,0,00:00
4103,Jumpsuit,47.0,2022-12-22,3.6,Credit Card,11,0,70.0,69.99999999999999,2023-03-02,23,6705.0,6705.0,0,0,00:00
3958,Overalls,162.0,2022-12-29,1.1,Cash,17,0,57.0,56.999999999999986,2023-02-24,20,1664.0,1664.0,0,0,00:00
4063,Backpack,110.0,2023-01-03,3.9,Credit Card,3,0,-111.0,-110.99999999999997,2022-09-14,27,2764.0,2764.0,0,0,00:00
3968,Pajamas,47.0,2023-03-30,2.6,Credit Card,10,0,115.0,114.99999999999997,2023-07-23,25,2541.0,2541.0,0,0,00:00
3967,Sneakers,148.0,2022-10-06,4.1,Credit Card,5,0,-355.0,-354.99999999999994,2021-10-16,21,2183.0,2183.0,0,0,00:00
4077,Handbag,54.0,2022-11-25,3.9,Credit Card,28,0,-240.0,-239.99999999999994,2022-03-30,22,2704.0,2704.0,0,0,00:00
4086,Backpack,110.0,2023-07-02,3.6,Cash,24,0,92.0,91.99999999999999,2023-10-02,24,2511.0,2511.0,0,0,00:00
3965,Bowtie,43.0,2023-01-03,1.5,Credit Card,3,0,-47.0,-46.99999999999999,2022-11-17,19,2028.0,2028.0,0,0,00:00
4065,Swimsuit,110.0,2023-03-31,2.0,Cash,6,0,-90.0,-89.99999999999999,2022-12-31,29,3407.0,3407.0,0,0,00:00
4092,T-shirt,70.0,2023-09-06,4.0,Credit Card,25,0,307.0,306.99999999999994,2024-07-09,16,2050.0,2050.0,0,0,00:00
4057,Shorts,14.0,2023-08-23,1.7,Cash,3,0,239.0,238.99999999999994,2024-04-18,22,2120.0,2120.0,0,0,00:00
4079,Shorts,110.0,2023-04-27,2.4,Credit Card,17,0,155.0,154.99999999999997,2023-09-29,12,1462.0,1462.0,0,0,00:00
3982,Hoodie,110.0,2022-12-27,4.2,Cash,7,0,-161.0,-160.99999999999997,2022-07-19,21,2659.0,2659.0,0,0,00:00
4072,Shorts,144.0,2023-03-04,1.4,Credit Card,9,0,-64.0,-63.999999999999986,2022-12-30,22,2398.0,2398.0,0,0,00:00
4083,Kimono,110.0,2023-05-18,1.3,Credit Card,23,0,-50.0,-49.999999999999986,2023-03-29,26,5265.0,5265.0,0,0,00:00
4018,Backpack,110.0,2022-12-29,3.0,Cash,13,0,-141.0,-140.99999999999997,2022-08-10,20,6355.0,6355.0,0,0,00:00
3978,Wallet,102.0,2023-07-11,2.0,Credit Card,3,0,224.0,223.99999999999994,2024-02-20,27,3440.0,3440.0,0,0,00:00
4099,Trench Coat,37.0,2023-04-30,2.8,Cash,15,0,113.0,112.99999999999997,2023-08-21,18,6222.0,6222.0,0,0,00:00
3960,Gloves,66.0,2023-01-06,3.8,Cash,17,0,-60.0,-59.999999999999986,2022-11-07,18,1764.0,1764.0,0,0,00:00
4061,Jeans,21.0,2023-07-30,3.4,Credit Card,63,0,0.24366110080395795,0.24366110080395778,2023-07-30,18,1614.0,1614.0,0,0,00:00
4012,Slippers,178.0,2023-02-07,1.6,Cash,13,0,64.0,63.999999999999986,2023-04-12,17,4092.0,4092.0,0,0,00:00
3990,Sunglasses,127.0,2023-01-02,1.9,Cash,20,0,-204.0,-203.99999999999994,2022-06-12,22,2255.0,2255.0,0,0,00:00
4048,Sunglasses,17.0,2023-08-28,2.5,Cash,34,0,91.0,90.99999999999999,2023-11-27,21,2312.0,2312.0,0,0,00:00
4032,Onesie,110.0,2022-10-08,4.8,Credit Card,19,0,-158.0,-157.99999999999997,2022-05-03,19,1830.0,1830.0,0,0,00:00
4018,Sneakers,112.0,2022-11-17,3.5,Credit Card,13,0,-42.0,-41.99999999999999,2022-10-06,20,6355.0,6355.0,0,0,00:00
4122,Tank Top,37.0,2022-12-27,2.8,Cash,2,0,-140.0,-139.99999999999997,2022-08-09,32,6092.0,6092.0,0,0,00:00
3980,Poncho,123.0,2022-12-24,4.0,Credit Card,3,0,-32.0,-31.999999999999993,2022-11-22,21,4471.0,4471.0,0,0,00:00
3961,Skirt,110.0,2023-02-04,1.6,Credit Card,33,0,60.0,59.999999999999986,2023-04-05,22,2361.0,2361.0,0,0,00:00
4079,Slippers,110.0,2023-02-19,2.5,Cash,17,0,-67.0,-66.99999999999999,2022-12-14,12,1462.0,1462.0,0,0,00:00
4035,Hat,26.0,2022-11-15,1.1,Credit Card,9,0,-157.0,-156.99999999999997,2022-06-11,18,5811.0,5811.0,0,0,00:00
3998,Pajamas,110.0,2023-02-26,2.2,Cash,8,0,66.0,65.99999999999999,2023-05-03,21,2502.0,2502.0,0,0,00:00
4074,Onesie,159.0,2023-07-20,2.0,Credit Card,9,0,22.0,21.999999999999996,2023-08-11,24,2458.0,2458.0,0,0,00:00
4103,Backpack,93.0,2023-07-22,4.0,Credit Card,11,0,212.0,211.99999999999994,2024-02-19,23,6705.0,6705.0,0,0,00:00
4106,Tank Top,162.0,2022-12-30,2.6,Cash,24,0,-12.0,-11.999999999999996,2022-12-18,22,2502.0,2502.0,0,0,00:00
3963,Belt,126.0,2023-08-02,1.7,Credit Card,4,0,287.0,286.99999999999994,2024-05-15,20,2252.0,2252.0,0,0,00:00
4073,Blazer,120.0,2022-10-07,1.6,Cash,1,0,-215.0,-214.99999999999994,2022-03-06,26,2866.0,2866.0,0,0,00:00
4075,Sunglasses,110.0,2022-10-08,2.3,Credit Card,6,0,-80.0,-79.99999999999999,2022-07-20,28,7746.0,7746.0,0,0,00:00
3992,Blouse,177.0,2023-08-08,4.5,Cash,9,0,303.0,302.99999999999994,2024-06-06,24,2568.0,2568.0,0,0,00:00
4060,Skirt,151.0,2023-09-26,1.7,Cash,5,0,276.0,275.99999999999994,2024-06-28,18,5143.0,5143.0,0,0,00:00
4004,Leggings,65.0,2023-09-02,1.7,Cash,7,0,223.0,222.99999999999994,2024-04-12,16,1676.0,1676.0,0,0,00:00
4051,Jacket,68.0,2023-05-03,1.1,Credit Card,7,0,-87.0,-86.99999999999999,2023-02-05,26,2643.0,2643.0,0,0,00:00
4117,Romper,126.0,2023-04-21,2.4,Credit Card,18,0,153.0,152.99999999999997,2023-09-21,26,2658.0,2658.0,0,0,00:00
4075,Polo Shirt,196.0,2022-12-28,1.9,Credit Card,6,0,81.0,80.99999999999999,2023-03-19,28,7746.0,7746.0,0,0,00:00
4119,Hat,110.0,2023-09-22,4.1,Credit Card,7,0,141.0,140.99999999999997,2024-02-10,16,1687.0,1687.0,0,0,00:00
3957,Vest,180.0,2023-05-17,3.6,Cash,85,0,132.0,131.99999999999997,2023-09-26,14,1480.0,1480.0,0,0,00:00
4117,Tank Top,49.0,2022-10-22,2.8,Credit Card,18,0,-181.0,-180.99999999999997,2022-04-24,26,2658.0,2658.0,0,0,00:00
3975,Jeans,131.0,2022-12-09,4.6,Credit Card,2,0,-127.0,-126.99999999999997,2022-08-04,14,1340.0,1340.0,0,0,00:00
4055,Vest,110.0,2023-04-29,4.4,Credit Card,14,0,175.0,174.99999999999997,2023-10-21,18,4458.0,4458.0,0,0,00:00
4042,Sun Hat,33.0,2023-04-24,3.1,Credit Card,28,0,56.0,55.999999999999986,2023-06-19,22,2441.0,2441.0,0,0,00:00
4092,Polo Shirt,200.0,2022-10-02,1.8,Credit Card,25,0,-339.0,-338.99999999999994,2021-10-28,16,2050.0,2050.0,0,0,00:00
3965,Flannel Shirt,43.0,2023-02-13,2.6,Cash,3,0,41.0,40.99999999999999,2023-03-26,19,2028.0,2028.0,0,0,00:00
4032,Kimono,160.0,2023-03-26,,Credit Card,19,0,169.0,168.99999999999997,2023-09-11,19,1830.0,1830.0,0,0,00:00
4066,Jacket,153.0,2022-10-28,1.3,Credit Card,9,0,-84.0,-83.99999999999999,2022-08-05,18,1832.0,1832.0,0,0,00:00
4026,Flannel Shirt,41.0,2023-07-26,3.1,Credit Card,42,0,20.0,19.999999999999996,2023-08-15,16,1594.0,1594.0,0,0,00:00
4113,Slippers,180.0,2023-04-04,4.5,Credit Card,16,0,-60.0,-59.999999999999986,2023-02-03,22,2491.0,2491.0,0,0,00:00
4095,Polo Shirt,118.0,2023-05-10,1.2,Credit Card,12,0,51.0,50.999999999999986,2023-06-30,21,1960.0,1960.0,0,0,00:00
4104,Romper,194.0,2023-01-09,2.0,Cash,1,0,-108.0,-107.99999999999997,2022-09-23,18,2175.0,2175.0,0,0,00:00
4010,Backpack,110.0,2023-01-04,4.0,Credit Card,24,0,-142.0,-141.99999999999997,2022-08-15,24,7063.0,7063.0,0,0,00:00
3977,Shorts,89.0,2022-11-05,3.6,Cash,11,0,-106.0,-105.99999999999997,2022-07-22,17,1278.0,1278.0,0,0,00:00
4115,Tunic,157.0,2023-06-03,3.8,Cash,11,0,-109.0,-108.99999999999997,2023-02-14,23,4917.0,4917.0,0,0,00:00
4042,Tunic,49.0,2023-02-24,1.2,Cash,28,0,-59.0,-58.999999999999986,2022-12-27,22,2441.0,2441.0,0,0,00:00
3971,Scarf,67.0,2023-08-29,3.2,Cash,33,0,181.0,180.99999999999997,2024-02-26,18,1823.0,1823.0,0,0,00:00
4088,Wallet,99.0,2022-10-22,,Credit Card,6,0,-259.0,-258.99999999999994,2022-02-05,22,2410.0,2410.0,0,0,00:00
4050,Shorts,104.0,2022-10-11,4.3,Credit Card,67,0,-239.0,-238.99999999999994,2022-02-14,14,1444.0,1444.0,0,0,00:00
3970,Hat,110.0,2023-01-28,,Credit Card,5,0,-2.0,-1.9999999999999996,2023-01-26,27,3001.0,3001.0,0,0,00:00
3985,Loafers,67.0,2023-08-12,3.1,Credit Card,7,0,57.0,56.999999999999986,2023-10-08,25,2626.0,2626.0,0,0,00:00
4055,Tank Top,153.0,2022-11-09,,Cash,14,0,-171.0,-170.99999999999997,2022-05-22,18,4458.0,4458.0,0,0,00:00
4050,Hat,169.0,2022-10-27,3.3,Cash,67,0,16.0,15.999999999999996,2022-11-12,14,1444.0,1444.0,0,0,00:00
4076,T-shirt,174.0,2022-11-14,2.9,Credit Card,93,1,-140.0,-139.99999999999997,2022-06-27,17,1588.0,1588.0,0,0,00:00
4115,Sun Hat,165.0,2023-07-23,4.1,Credit Card,11,0,50.0,49.999999999999986,2023-09-11,23,4917.0,4917.0,0,0,00:00
3967,Bowtie,187.0,2023-01-22,3.5,Credit Card,5,0,108.0,107.99999999999997,2023-05-10,21,2183.0,2183.0,0,0,00:00
4050,Leggings,56.0,2023-02-04,1.5,Credit Card,67,0,100.0,99.99999999999997,2023-05-15,14,1444.0,1444.0,0,0,00:00
4050,Shorts,89.0,2023-04-09,,Credit Card,67,0,64.0,63.999999999999986,2023-06-12,14,1444.0,1444.0,0,0,00:00
4001,Dress,99.0,2023-01-12,3.2,Credit Card,14,0,-15.0,-14.999999999999996,2022-12-28,22,5052.0,5052.0,0,0,00:00
4122,Blouse,110.0,2023-07-04,2.9,Credit Card,2,0,189.0,188.99999999999997,2024-01-09,32,6092.0,6092.0,0,0,00:00
4100,Sunglasses,154.0,2023-08-15,3.3,Credit Card,8,0,166.0,165.99999999999997,2024-01-28,21,2408.0,2408.0,0,0,00:00
3974,Scarf,27.0,2022-12-31,1.4,Cash,2,0,-214.0,-213.99999999999994,2022-05-31,21,4194.0,4194.0,0,0,00:00
4100,Backpack,110.0,2022-12-09,4.1,Credit Card,8,0,-249.0,-248.99999999999994,2022-04-04,21,2408.0,2408.0,0,0,00:00
4009,Coat,17.0,2022-12-23,4.2,Credit Card,7,0,30.0,29.999999999999993,2023-01-22,20,1679.0,1679.0,0,0,00:00
3992,Hoodie,110.0,2023-03-03,2.8,Credit Card,9,0,-158.0,-157.99999999999997,2022-09-26,24,2568.0,2568.0,0,0,00:00
4042,Sun Hat,106.0,2023-05-27,,Credit Card,28,0,92.0,91.99999999999999,2023-08-27,22,2441.0,2441.0,0,0,00:00
4018,Sandals,97.0,2022-11-18,3.4,Cash,13,0,1.0,0.9999999999999997,2022-11-19,20,6355.0,6355.0,0,0,00:00
4095,Tunic,110.0,2022-11-15,1.7,Cash,12,0,-176.0,-175.99999999999997,2022-05-23,21,1960.0,1960.0,0,0,00:00
3986,Dress,93.0,2023-08-01,3.1,Cash,6,0,183.0,182.99999999999997,2024-01-31,23,6427.0,6427.0,0,0,00:00
4079,Hoodie,155.0,2023-01-23,2.2,Credit Card,17,0,-27.0,-26.999999999999993,2022-12-27,12,1462.0,1462.0,0,0,00:00
4105,Shorts,23.0,2023-04-15,2.0,Credit Card,7,0,-104.0,-103.99999999999997,2023-01-01,26,2398.0,2398.0,0,0,00:00
4010,Trench Coat,110.0,2022-10-04,3.2,Credit Card,24,0,-92.0,-91.99999999999999,2022-07-04,24,7063.0,7063.0,0,0,00:00
4014,Blazer,22.0,2023-09-22,2.8,Cash,9,0,271.0,270.99999999999994,2024-06-19,14,1222.0,1222.0,0,0,00:00
4039,Swimsuit,79.0,2022-10-25,4.8,Credit Card,61,0,-173.0,-172.99999999999997,2022-05-05,16,1753.0,1753.0,0,0,00:00
4047,Polo Shirt,118.0,2023-05-04,2.3,Credit Card,36,0,-16.0,-15.999999999999996,2023-04-18,18,1946.0,1946.0,0,0,00:00
4025,Coat,123.0,2022-10-12,2.9,Credit Card,6,0,-176.0,-175.99999999999997,2022-04-19,16,1970.0,1970.0,0,0,00:00
4085,Belt,65.0,2023-06-29,1.3,Credit Card,33,0,62.0,61.999999999999986,2023-08-30,15,1533.0,1533.0,0,0,00:00
4065,Wallet,39.0,2022-12-14,2.2,Cash,6,0,-107.0,-106.99999999999997,2022-08-29,29,3407.0,3407.0,0,0,00:00
4027,T-shirt,38.0,2023-05-26,2.8,Cash,19,0,129.0,128.99999999999997,2023-10-02,17,1747.0,1747.0,0,0,00:00
3970,Boots,183.0,2023-06-07,3.2,Credit Card,5,0,130.0,129.99999999999997,2023-10-15,27,3001.0,3001.0,0,0,00:00
3973,Blazer,144.0,2023-09-04,4.1,Cash,27,0,48.0,47.999999999999986,2023-10-22,29,5532.0,5532.0,0,0,00:00
4052,Dress,21.0,2022-10-21,1.9,Cash,13,0,-164.0,-163.99999999999997,2022-05-10,21,2365.0,2365.0,0,0,00:00
4045,Flannel Shirt,163.0,2023-03-15,2.3,Cash,30,0,45.0,44.99999999999999,2023-04-29,15,1682.0,1682.0,0,0,00:00
4072,Cardigan,110.0,2023-04-24,1.4,Credit Card,9,0,51.0,50.999999999999986,2023-06-14,22,2398.0,2398.0,0,0,00:00
4081,Wallet,64.0,2023-02-22,3.4,Credit Card,9,0,37.0,36.99999999999999,2023-03-31,25,4627.0,4627.0,0,0,00:00
4085,Polo Shirt,75.0,2023-04-24,1.6,Credit Card,33,0,-66.0,-65.99999999999999,2023-02-17,15,1533.0,1533.0,0,0,00:00
4091,Bowtie,40.0,2022-11-27,4.1,Cash,43,0,-1.0,-0.9999999999999999,2022-11-26,16,1892.0,1892.0,0,0,00:00
3988,Blouse,110.0,2023-09-17,4.4,Credit Card,7,0,197.0,196.99999999999994,2024-04-01,25,2862.0,2862.0,0,0,00:00
4077,Sunglasses,54.0,2023-05-04,1.6,Cash,28,0,160.0,159.99999999999997,2023-10-11,22,2704.0,2704.0,0,0,00:00
4093,Kimono,110.0,2022-10-30,4.9,Cash,7,0,-291.0,-290.99999999999994,2022-01-12,25,2562.0,2562.0,0,0,00:00
4093,Tank Top,68.0,2023-06-01,4.2,Cash,7,0,214.0,213.99999999999994,2024-01-01,25,2562.0,2562.0,0,0,00:00
4031,Leggings,181.0,2023-05-13,2.1,Cash,37,0,118.0,117.99999999999997,2023-09-08,21,2659.0,2659.0,0,0,00:00
4072,Flannel Shirt,28.0,2022-12-07,2.9,Cash,9,0,-138.0,-137.99999999999997,2022-07-22,22,2398.0,2398.0,0,0,00:00
4115,Raincoat,199.0,2023-04-20,2.2,Credit Card,11,0,-94.0,-93.99999999999999,2023-01-16,23,4917.0,4917.0,0,0,00:00
4051,Loafers,110.0,2023-02-23,2.3,Credit Card,7,0,-69.0,-68.99999999999999,2022-12-16,26,2643.0,2643.0,0,0,00:00
3973,Polo Shirt,110.0,2023-01-21,4.0,Credit Card,27,0,-226.0,-225.99999999999994,2022-06-09,29,5532.0,5532.0,0,0,00:00
4005,Trench Coat,90.0,2023-09-29,2.7,Credit Card,0,0,190.0,189.99999999999997,2024-04-06,21,2397.0,2397.0,0,0,00:00
4074,Scarf,156.0,2023-06-28,2.7,Credit Card,9,0,-22.0,-21.999999999999996,2023-06-06,24,2458.0,2458.0,0,0,00:00
3979,Tank Top,173.0,2023-04-01,2.6,Credit Card,23,0,-79.0,-78.99999999999999,2023-01-12,22,2445.0,2445.0,0,0,00:00
3977,Skirt,39.0,2022-10-07,2.4,Credit Card,11,0,-29.0,-28.999999999999993,2022-09-08,17,1278.0,1278.0,0,0,00:00
4057,Wallet,93.0,2022-10-09,4.9,Cash,3,0,-318.0,-317.99999999999994,2021-11-25,22,2120.0,2120.0,0,0,00:00
4002,Dress,110.0,2023-07-22,1.1,Credit Card,34,0,112.0,111.99999999999997,2023-11-11,26,6760.0,6760.0,0,0,00:00
4030,Boots,127.0,2023-03-17,1.8,Cash,63,0,-37.0,-36.99999999999999,2023-02-08,16,1786.0,1786.0,0,0,00:00
3976,Dress,102.0,2023-01-26,2.2,Cash,3,0,-120.0,-119.99999999999997,2022-09-28,19,6271.0,6271.0,0,0,00:00
3984,Socks,110.0,2023-05-27,2.3,Cash,31,0,177.0,176.99999999999997,2023-11-20,19,6877.0,6877.0,0,0,00:00
3999,Pants,72.0,2022-12-29,2.3,Credit Card,16,0,-4.0,-3.999999999999999,2022-12-25,20,1981.0,1981.0,0,0,00:00
4027,Blazer,112.0,2023-01-12,1.8,Credit Card,19,0,-134.0,-133.99999999999997,2022-08-31,17,1747.0,1747.0,0,0,00:00
3985,Scarf,111.0,2023-02-17,3.0,Credit Card,7,0,-176.0,-175.99999999999997,2022-08-25,25,2626.0,2626.0,0,0,00:00
3994,Blouse,200.0,2023-05-06,1.4,Credit Card,21,0,-85.0,-84.99999999999999,2023-02-10,25,2751.0,2751.0,0,0,00:00
